7.302262820303440094e-03,4.967863671481609344e-03,1.988556794822216034e-02,9.678443670272827148e-01
7.274800911545753479e-03,3.434808226302266121e-03,2.083860104903578758e-03,9.872065782546997070e-01
3.005431219935417175e-02,6.584661453962326050e-02,4.435141384601593018e-01,4.605848491191864014e-01
9.258785285055637360e-04,4.268535878509283066e-03,1.623796269996091723e-04,9.946432113647460938e-01
3.467496484518051147e-02,1.115823537111282349e-01,4.244123399257659912e-02,8.113014698028564453e-01
1.095607690513134003e-02,7.331090047955513000e-03,6.916590034961700439e-03,9.747962355613708496e-01
7.898124307394027710e-02,1.313708573579788208e-01,3.490663766860961914e-01,4.405815303325653076e-01
6.352042406797409058e-02,3.597342222929000854e-02,1.812188476324081421e-01,7.192873358726501465e-01
5.538158118724822998e-03,4.146218895912170410e-01,6.416703574359416962e-03,5.734232664108276367e-01
5.796142853796482086e-03,6.698845624923706055e-01,5.930729210376739502e-03,3.183886110782623291e-01
1.043999288231134415e-02,7.076034545898437500e-01,6.801866926252841949e-03,2.751546502113342285e-01
9.465227834880352020e-03,3.257789313793182373e-01,1.059097796678543091e-02,6.541647911071777344e-01
1.367990393191576004e-02,1.977690458297729492e-01,1.131608709692955017e-02,7.772350311279296875e-01
4.231383558362722397e-03,1.529666362330317497e-03,2.924811560660600662e-03,9.913141131401062012e-01
3.968689963221549988e-02,3.206713497638702393e-01,9.983263909816741943e-02,5.398091077804565430e-01
2.080945856869220734e-02,2.464792504906654358e-02,2.753153443336486816e-02,9.270111322402954102e-01
5.219077225774526596e-03,1.621395349502563477e-02,9.740036912262439728e-03,9.688268899917602539e-01
1.195176225155591965e-02,9.328725934028625488e-02,1.673678867518901825e-03,8.930872678756713867e-01
7.696310523897409439e-03,4.115216806530952454e-02,2.151560736820101738e-03,9.489999413490295410e-01
2.981642959639430046e-03,1.201686356216669083e-02,3.309605177491903305e-03,9.816918373107910156e-01
5.726148374378681183e-03,1.197504159063100815e-02,1.925008487887680531e-03,9.803738594055175781e-01
9.891785681247711182e-03,2.751621603965759277e-02,1.332766958512365818e-03,9.612593054771423340e-01
5.792789626866579056e-03,6.163491308689117432e-02,3.653430379927158356e-03,9.289188385009765625e-01
3.365268930792808533e-03,2.663761563599109650e-02,2.758504590019583702e-03,9.672386050224304199e-01
3.630749881267547607e-02,6.862604022026062012e-01,1.202601194381713867e-02,2.654061615467071533e-01
9.748034179210662842e-03,1.079394519329071045e-01,1.010363455861806870e-02,8.722088336944580078e-01
5.577425472438335419e-03,3.387197619304060936e-03,3.054800443351268768e-03,9.879805445671081543e-01
2.791556157171726227e-02,3.155266493558883667e-02,6.922886520624160767e-02,8.713029026985168457e-01
1.322502084076404572e-02,6.002932786941528320e-02,2.933731302618980408e-03,9.238119721412658691e-01
3.799383342266082764e-02,3.915084004402160645e-01,1.978724263608455658e-02,5.507104992866516113e-01
1.481675505638122559e-01,1.399600207805633545e-01,1.547371298074722290e-01,5.571352839469909668e-01
3.191145136952400208e-02,1.861721277236938477e-01,4.611624181270599365e-01,3.207540214061737061e-01
2.762816846370697021e-02,3.893325626850128174e-01,7.075157016515731812e-02,5.122877359390258789e-01
1.411013863980770111e-02,2.880300283432006836e-01,5.599684640765190125e-02,6.418629884719848633e-01
9.200910106301307678e-03,8.400774598121643066e-01,2.478434145450592041e-02,1.259372830390930176e-01
1.618053391575813293e-02,1.945637166500091553e-02,1.136340014636516571e-02,9.529996514320373535e-01
1.828838512301445007e-02,1.107327733188867569e-02,1.967433840036392212e-02,9.509639739990234375e-01
6.584024522453546524e-03,6.920048594474792480e-01,5.858192685991525650e-03,2.955529391765594482e-01
1.125528756529092789e-02,2.809828519821166992e-02,5.960375536233186722e-03,9.546861052513122559e-01
1.578312925994396210e-02,4.346857964992523193e-02,9.517418593168258667e-02,8.455741405487060547e-01
1.882321015000343323e-02,6.454824004322290421e-03,2.392238005995750427e-02,9.507995843887329102e-01
4.716275259852409363e-03,2.118667587637901306e-02,6.071471143513917923e-03,9.680256247520446777e-01
3.031388670206069946e-02,2.971850335597991943e-01,7.072100788354873657e-02,6.017801165580749512e-01
1.563464640639722347e-03,5.366786196827888489e-02,3.239644691348075867e-03,9.415289759635925293e-01
5.830276291817426682e-03,9.069862365722656250e-01,1.369750592857599258e-03,8.581366389989852905e-02
9.612177498638629913e-03,5.610435009002685547e-01,8.239049464464187622e-03,4.211052358150482178e-01
1.563627645373344421e-02,3.219201415777206421e-02,1.655176281929016113e-02,9.356198906898498535e-01
1.211579772643744946e-03,1.659409375861287117e-03,4.754763504024595022e-04,9.966536164283752441e-01
1.649619080126285553e-02,6.907745003700256348e-01,7.325817644596099854e-02,2.194710820913314819e-01
8.571887016296386719e-02,4.822192341089248657e-02,1.520754247903823853e-01,7.139837741851806641e-01
2.433335222303867340e-02,7.015794515609741211e-02,1.377439592033624649e-02,8.917343020439147949e-01
1.913085766136646271e-02,4.006007015705108643e-01,2.221119590103626251e-02,5.580572485923767090e-01
2.574309706687927246e-03,2.760834526270627975e-03,3.728461451828479767e-04,9.942920207977294922e-01
