5.249092821031808853e-03,9.564625620841979980e-01,1.531286723911762238e-02,2.297539263963699341e-02
7.809414528310298920e-04,1.017353730276226997e-03,3.945128619670867920e-02,9.587504267692565918e-01
2.745036268606781960e-03,4.163159523159265518e-03,1.207693293690681458e-01,8.723224997520446777e-01
4.209559410810470581e-04,5.215255660004913807e-04,1.355995610356330872e-02,9.854975342750549316e-01
2.055410481989383698e-02,1.512330174446105957e-01,6.673975586891174316e-01,1.608153134584426880e-01
5.083040450699627399e-04,5.473491037264466286e-04,5.030479282140731812e-02,9.486395716667175293e-01
8.451108587905764580e-04,1.209379755891859531e-03,2.779507637023925781e-02,9.701504707336425781e-01
3.046906739473342896e-02,8.143473863601684570e-01,5.191364884376525879e-02,1.032698825001716614e-01
2.999092452228069305e-03,6.338379345834255219e-03,2.121586352586746216e-02,9.694465994834899902e-01
3.350276732817292213e-03,9.720723032951354980e-01,9.093184024095535278e-03,1.548412162810564041e-02
1.564374193549156189e-02,5.700760707259178162e-02,7.612427324056625366e-02,8.512243032455444336e-01
2.781826537102460861e-03,5.629440303891897202e-03,4.645017907023429871e-02,9.451385140419006348e-01
3.044731856789439917e-04,3.208660345990210772e-04,7.516164798289537430e-03,9.918585419654846191e-01
1.860798522830009460e-02,1.064896807074546814e-01,1.241439804434776306e-01,7.507584095001220703e-01
9.301830083131790161e-03,9.358510971069335938e-01,1.748089119791984558e-02,3.736620396375656128e-02
6.802747957408428192e-03,9.509909152984619141e-01,1.275442261248826981e-02,2.945196069777011871e-02
2.917145146057009697e-03,1.196371112018823624e-02,1.560007221996784210e-02,9.695191383361816406e-01
5.991201847791671753e-03,1.804628036916255951e-02,7.345759868621826172e-02,9.025049209594726562e-01
9.969528764486312866e-03,9.276264905929565430e-01,2.305879257619380951e-02,3.934523835778236389e-02
3.185319481417536736e-03,9.876063093543052673e-03,2.570772729814052582e-02,9.612308740615844727e-01
3.419344080612063408e-03,6.991758942604064941e-03,4.496825933456420898e-01,5.399063229560852051e-01
