1.186674647033214569e-02,8.571838960051536560e-03,4.519115760922431946e-02,9.343702793121337891e-01
9.506404399871826172e-03,5.322498269379138947e-03,1.355314441025257111e-02,9.716179370880126953e-01
5.049699917435646057e-03,1.382710970938205719e-02,9.240597486495971680e-01,5.706342309713363647e-02
3.917232155799865723e-03,5.466873757541179657e-03,3.994473721832036972e-03,9.866214990615844727e-01
3.565158694982528687e-02,7.079816609621047974e-02,2.586438059806823730e-01,6.349064111709594727e-01
1.915329322218894958e-02,1.704591698944568634e-02,4.460113868117332458e-02,9.191997051239013672e-01
7.045051548629999161e-03,6.158115714788436890e-02,9.098256826400756836e-01,2.154809422791004181e-02
1.742275245487689972e-02,2.357700653374195099e-02,8.412375450134277344e-01,1.177627369761466980e-01
1.808287017047405243e-02,7.828643918037414551e-01,1.071513816714286804e-01,9.190136939287185669e-02
2.750439569354057312e-02,6.366609930992126465e-01,1.632535457611083984e-01,1.725811660289764404e-01
3.761567547917366028e-02,6.750063300132751465e-01,1.291472762823104858e-01,1.582307964563369751e-01
2.139338292181491852e-02,5.998229384422302246e-01,2.658097743988037109e-01,1.129738762974739075e-01
3.524098917841911316e-02,3.343706727027893066e-01,1.975055038928985596e-01,4.328827857971191406e-01
2.522057481110095978e-02,2.278496697545051575e-02,7.912322878837585449e-02,8.728712797164916992e-01
4.126757383346557617e-02,5.555428862571716309e-01,2.649821043014526367e-01,1.382073909044265747e-01
3.357129916548728943e-02,2.517528086900711060e-02,1.684032976627349854e-01,7.728500962257385254e-01
1.717581786215305328e-02,3.572271764278411865e-02,7.901560515165328979e-02,8.680858612060546875e-01
2.276402525603771210e-02,3.059256821870803833e-02,1.046041306108236313e-02,9.361830353736877441e-01
3.035242296755313873e-02,7.321857661008834839e-02,4.529192298650741577e-02,8.511371016502380371e-01
5.727222654968500137e-03,1.434887479990720749e-02,1.455167680978775024e-02,9.653722643852233887e-01
2.111879549920558929e-02,4.135289415717124939e-02,5.820211023092269897e-02,8.793261647224426270e-01
2.527148276567459106e-02,3.630173951387405396e-02,4.480151087045669556e-02,8.936252593994140625e-01
1.736114174127578735e-02,2.246333844959735870e-02,2.111991681158542633e-02,9.390555620193481445e-01
1.612662523984909058e-02,2.882690355181694031e-02,2.214283496141433716e-02,9.329036474227905273e-01
4.509472474455833435e-02,6.165828704833984375e-01,2.673588693141937256e-01,7.096354663372039795e-02
4.417464137077331543e-02,1.973550021648406982e-01,1.124684810638427734e-01,6.460018754005432129e-01
1.535600144416093826e-02,1.489948853850364685e-02,2.370533160865306854e-02,9.460391998291015625e-01
4.011167958378791809e-02,5.937582626938819885e-02,2.015707194805145264e-01,6.989418268203735352e-01
3.583228960633277893e-02,6.854011863470077515e-02,7.794743031263351440e-02,8.176801800727844238e-01
4.367297515273094177e-02,4.274720847606658936e-01,4.556838870048522949e-01,7.317110151052474976e-02
3.723485767841339111e-02,5.423168838024139404e-02,8.164387941360473633e-01,9.209468960762023926e-02
